,-1,0,1,2,-2,5,-4,-5,4,3,-3,-7,9,6,-6,7,-8,-9,-10,8,-11,-12,10,11
-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,4,2,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,2,2,7,6,0,0,0,0,0,0,0,0,0,0,0
-2,0,0,0,0,0,0,0,3,2,2,8,10,12,4,1,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,1,2,2,3,13,10,27,18,6,3,0,0,0,0,0,0,0,0,0
-4,0,0,0,0,1,1,1,8,14,19,40,55,51,15,5,1,0,0,0,0,0,0,0,0
-5,0,0,1,0,0,1,4,7,33,51,64,107,131,43,11,1,0,1,0,0,0,0,0,0
4,0,0,0,3,3,6,9,26,43,78,142,235,242,99,26,7,0,0,0,1,0,0,0,0
3,0,1,2,2,9,9,33,47,82,165,319,494,574,193,59,14,2,0,0,1,0,0,0,0
-3,0,0,0,3,9,21,44,92,199,345,709,1200,1474,467,101,26,4,2,0,0,0,0,0,0
-7,2,3,5,4,27,34,92,168,377,751,1621,3044,4124,1152,192,45,12,4,1,0,1,0,0,0
9,0,3,2,7,25,56,138,268,543,1157,2604,5128,8029,2142,342,81,27,7,1,0,0,0,0,0
6,1,1,3,4,14,31,79,181,355,716,1483,2766,3860,1381,310,71,21,5,2,0,0,0,0,0
-6,0,0,1,4,6,12,27,85,165,314,596,1076,1287,587,169,43,17,3,2,1,0,0,0,0
7,0,1,2,3,1,7,21,37,87,149,226,428,564,261,95,22,12,4,0,0,0,0,0,0
-8,0,0,0,0,1,6,8,16,44,59,124,181,244,119,54,11,5,0,0,0,0,0,0,0
-9,0,0,0,0,1,2,1,10,17,25,56,84,111,55,34,16,2,2,0,0,0,0,0,0
-10,0,0,0,0,0,2,0,4,10,13,31,46,43,26,16,5,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,1,3,7,7,18,13,28,11,3,2,0,1,0,0,0,0,0,0
-11,0,0,0,1,0,0,0,1,1,6,4,4,10,3,1,0,0,0,0,0,0,0,0,0
-12,0,0,0,1,0,0,0,0,0,0,2,4,3,0,3,1,0,0,0,0,0,0,0,0
10,0,0,0,0,0,1,0,0,1,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
