,-1,0,1,2,-2,5,-4,-5,4,3,-3,-7,9,6,-6,7,-8,-9,-10,8,-11,-12,10,11
-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0
-2,0,0,0,0,0,0,0,0,0,1,0,10,27,3,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,1,1,12,54,15,1,0,0,0,0,0,0,0,0,0
-4,0,0,0,0,0,0,0,0,0,1,3,34,177,26,1,0,0,0,0,0,0,0,0,0
-5,0,0,0,0,0,0,0,0,0,0,9,74,312,65,3,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,11,157,644,109,6,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,1,0,15,282,1464,231,18,3,0,0,0,0,0,0,0,0
-3,0,0,0,0,0,0,0,0,0,1,31,611,3480,470,33,6,0,0,0,0,0,0,0,0
-7,0,0,0,0,0,0,0,0,1,10,69,1355,9212,1000,59,1,2,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,1,2,65,1899,16937,1497,59,8,2,0,0,0,1,0,0,0
6,0,0,0,0,0,0,0,0,1,2,61,1216,8954,1079,42,6,0,1,0,0,0,0,0,0
-6,0,0,0,0,0,0,0,0,0,4,34,616,3211,523,25,4,2,1,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,3,9,244,1366,258,25,0,1,0,0,0,0,0,0,0
-8,0,0,0,0,0,0,0,0,0,0,7,127,590,115,9,2,0,0,0,0,0,0,0,0
-9,0,0,0,0,0,0,0,0,0,0,4,54,269,48,1,0,1,0,0,0,0,0,0,0
-10,0,0,0,0,0,0,0,0,0,0,2,29,130,33,2,1,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,1,14,75,24,1,0,1,0,0,0,0,0,0,0
-11,0,0,0,0,0,0,0,0,0,0,0,7,16,3,0,0,0,0,0,0,0,0,0,0
-12,0,0,0,0,0,0,0,0,0,0,0,3,11,1,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
