,-1,0,1,2,-2,5,-4,-5,4,3,-3,-7,9,6,-6,7,-8,-9,-10,8,-11,-12,10,11
-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,5,7,2,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,1,3,10,1,0,0,0,0,0,0,0,0,0,0
-2,0,0,0,0,0,0,0,0,0,1,0,4,29,7,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,1,16,59,8,0,0,0,0,0,0,0,0,0,0
-4,0,0,0,0,0,0,0,0,0,1,2,39,181,17,2,0,0,0,0,0,0,0,0,0
-5,0,0,0,0,0,0,0,0,0,0,5,77,329,48,3,0,0,0,0,1,0,0,0,0
4,0,0,0,0,0,0,0,0,0,2,12,141,662,103,6,1,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,1,17,278,1471,229,15,3,0,0,0,0,0,0,0,0
-3,0,0,0,0,0,0,0,0,0,2,31,601,3473,492,31,2,0,0,0,0,0,0,0,0
-7,0,0,0,0,0,0,0,0,4,8,54,1398,9233,958,51,1,1,0,1,0,0,0,0,0
9,0,0,0,0,0,0,0,0,2,3,83,1927,16885,1497,65,6,2,0,0,0,1,0,0,0
6,0,0,0,0,0,0,0,0,0,1,59,1173,8990,1074,58,5,1,1,0,0,0,0,0,0
-6,0,0,0,0,0,1,0,0,1,1,29,593,3236,529,29,1,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,1,1,15,239,1372,258,18,2,0,0,0,0,0,0,0,0
-8,0,0,0,0,0,0,0,0,0,1,10,109,604,115,10,0,0,1,0,0,0,0,0,0
-9,0,0,0,0,0,0,0,0,0,0,4,54,262,53,2,2,0,0,0,0,0,0,0,0
-10,0,0,0,0,0,0,0,0,0,0,5,24,132,32,4,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,2,20,77,14,3,0,0,0,0,0,0,0,0,0
-11,0,0,0,0,0,0,0,0,0,1,0,4,19,2,0,0,0,0,0,0,0,0,0,0
-12,0,0,0,0,0,0,0,0,0,0,0,2,11,2,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,2,6,3,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
