,-1,0,1,2,-2,5,-4,-5,4,3,-3,-7,9,6,-6,7,-8,-9,-10,8,-11,-12,10,11
-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,3,10,0,1,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,1,2,8,4,0,0,0,0,0,0,0,0,0,0
-2,0,0,0,0,0,0,0,0,0,0,0,15,21,5,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,1,0,3,23,45,10,2,0,0,0,0,0,0,0,0,0
-4,0,0,0,0,0,0,0,0,0,1,5,80,130,23,1,2,0,0,0,0,0,0,0,0
-5,0,0,0,0,0,0,0,0,0,1,17,109,284,42,9,1,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,1,29,238,558,87,11,3,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,1,0,38,504,1236,205,26,4,0,0,0,0,0,0,0,0
-3,0,0,0,0,0,0,0,1,0,1,80,1009,2980,506,49,5,1,0,0,0,0,0,0,0
-7,0,0,0,0,0,0,0,0,1,6,82,1945,8557,996,104,14,4,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,85,1884,16490,1814,177,17,4,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,2,45,845,8578,1668,198,25,1,0,0,0,0,0,0,0
-6,0,0,0,0,0,0,0,0,1,1,11,297,2987,957,144,19,2,1,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,8,102,1093,581,97,22,3,0,0,0,0,0,0,0
-8,0,0,0,0,0,0,0,0,0,0,0,34,477,268,57,13,1,0,0,0,0,0,0,0
-9,0,0,0,0,0,0,0,0,0,0,0,9,201,120,32,12,2,1,0,0,0,0,0,0
-10,0,0,0,0,0,0,0,0,0,0,0,3,106,61,18,8,0,1,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,1,50,47,12,4,1,1,0,0,0,0,0,0
-11,0,0,0,0,0,0,0,0,0,0,0,1,13,9,2,1,0,0,0,0,0,0,0,0
-12,0,0,0,0,0,0,0,0,0,0,0,1,4,10,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,1,7,2,1,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
